Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Group,Visibility_Group
FDH58,12.3,Low Fat,0.0369,Snack Foods,113.183,OUT046,1997,Small,Tier 1,Supermarket Type1,3109.9518,Non-Perisable,Low Visibilty
NCK53,11.6,Low Fat,0.0378,Health and Hygiene,99.304,OUT017,2007,,Tier 2,Supermarket Type1,2281.6966,Household,Low Visibilty
FDJ44,12.3,Regular,0.1069,Fruits and Vegetables,173.74,OUT017,2007,,Tier 2,Supermarket Type1,3663.2316,Perisable,High Visibility
FDN22,18.85,Regular,0.1386,Snack Foods,252.472,OUT045,2002,,Tier 2,Supermarket Type1,3271.7412,Non-Perisable,High Visibility
FDH56,9.8,Regular,0.0641,Fruits and Vegetables,116.749,OUT018,2009,Medium,Tier 3,Supermarket Type2,1621.8888,Perisable,Low Visibilty
FDK48,7.45,Low Fat,0.0377,Baking Goods,74.735,OUT045,2002,,Tier 2,Supermarket Type1,1128.531,Perisable,Low Visibilty
FDQ40,11.1,Regular,0.036,Frozen Foods,177.271,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,Non-Perisable,Low Visibilty
FDH10,21,Low Fat,0.0493,Snack Foods,194.448,OUT035,2004,Small,Tier 2,Supermarket Type1,968.739,Non-Perisable,Low Visibilty
FDM21,20.2,Low Fat,0.0645,Snack Foods,259.265,OUT045,2002,,Tier 2,Supermarket Type1,3091.9752,Non-Perisable,Low Visibilty
FDX12,18.2,Regular,0.0261,Baking Goods,239.22,OUT045,2002,,Tier 2,Supermarket Type1,3133.2548,Perisable,Low Visibilty
FDM51,11.8,Regular,0.0259,Meat,102.467,OUT013,1987,High,Tier 3,Supermarket Type1,2037.348,Perisable,Low Visibilty
FDG09,20.6,Regular,0.0802,Fruits and Vegetables,188.956,OUT010,1998,,Tier 3,Grocery Store,563.2668,Perisable,Low Visibilty
DRD37,9.8,Low Fat,0.0138,Soft Drinks,45.306,OUT013,1987,High,Tier 3,Supermarket Type1,1304.968,Drinks,Low Visibilty
FDN21,18.6,Low Fat,0.0769,Snack Foods,161.024,OUT046,1997,Small,Tier 1,Supermarket Type1,483.3708,Non-Perisable,Low Visibilty
NCQ06,13,Low Fat,0.0418,Household,256.701,OUT046,1997,Small,Tier 1,Supermarket Type1,2805.0154,Household,Low Visibilty
FDV52,20.7,Regular,0.1215,Frozen Foods,118.047,OUT046,1997,Small,Tier 1,Supermarket Type1,1060.6194,Non-Perisable,High Visibility
FDC10,9.8,Regular,0.0733,Snack Foods,120.81,OUT017,2007,,Tier 2,Supermarket Type1,1325.6078,Non-Perisable,Low Visibilty
FDX51,9.5,Regular,0.0221,Meat,195.445,OUT035,2004,Small,Tier 2,Supermarket Type1,4502.1396,Perisable,Low Visibilty
NCD54,21.1,low fat,0.0291,Household,144.679,OUT049,1999,Medium,Tier 1,Supermarket Type1,2889.572,Household,Low Visibilty
FDZ01,8.98,Regular,0.0091,Canned,104.099,OUT035,2004,Small,Tier 2,Supermarket Type1,2476.776,Non-Perisable,Low Visibilty
FDT48,4.92,Low Fat,0.046,Baking Goods,199.108,OUT046,1997,Small,Tier 1,Supermarket Type1,2182.4924,Perisable,Low Visibilty
FDB40,17.5,Regular,0.0076,Dairy,145.81,OUT049,1999,Medium,Tier 1,Supermarket Type1,1895.5326,Perisable,Low Visibilty
FDT52,9.7,Regular,0.0475,Frozen Foods,244.614,OUT049,1999,Medium,Tier 1,Supermarket Type1,3185.1872,Non-Perisable,Low Visibilty
NCQ30,7.73,Low Fat,0.0487,Household,123.741,OUT010,1998,,Tier 3,Grocery Store,121.8414,Household,Low Visibilty
NCK18,9.6,Low Fat,0.0067,Household,164.918,OUT013,1987,High,Tier 3,Supermarket Type1,2972.1312,Household,Low Visibilty
FDV11,9.1,Regular,0.1367,Breads,173.405,OUT010,1998,,Tier 3,Grocery Store,875.527,Perisable,High Visibility
FDR25,17,Regular,0.1403,Canned,265.688,OUT017,2007,,Tier 2,Supermarket Type1,2649.884,Non-Perisable,High Visibility
FDB26,14,Regular,0.0313,Canned,52.364,OUT045,2002,,Tier 2,Supermarket Type1,745.696,Non-Perisable,Low Visibilty
DRD01,12.1,Regular,0.0615,Soft Drinks,55.861,OUT017,2007,,Tier 2,Supermarket Type1,1436.7964,Drinks,Low Visibilty
FDG32,19.85,Low Fat,0.177,Fruits and Vegetables,221.577,OUT017,2007,,Tier 2,Supermarket Type1,3558.0352,Perisable,High Visibility
FDY49,17.2,Regular,0.012,Canned,163.118,OUT035,2004,Small,Tier 2,Supermarket Type1,2807.0128,Non-Perisable,Low Visibilty
FDD26,8.71,Regular,0.0721,Canned,183.392,OUT035,2004,Small,Tier 2,Supermarket Type1,2776.386,Non-Perisable,Low Visibilty
FDC22,6.89,Regular,0.137,Snack Foods,192.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2703.148,Non-Perisable,High Visibility
DRD27,18.75,Low Fat,0,Dairy,97.904,OUT045,2002,,Tier 2,Supermarket Type1,1686.4714,Perisable,Unknown
FDW01,14.5,Low Fat,0,Canned,154.468,OUT013,1987,High,Tier 3,Supermarket Type1,1524.682,Non-Perisable,Unknown
NCA05,20.75,Low Fat,0,Health and Hygiene,149.473,OUT013,1987,High,Tier 3,Supermarket Type1,2969.468,Household,Unknown
FDR10,17.6,Low Fat,0.01,Snack Foods,161.555,OUT013,1987,High,Tier 3,Supermarket Type1,1787.0072,Non-Perisable,Low Visibilty
FDL22,16.85,Low Fat,0.0364,Snack Foods,91.049,OUT035,2004,Small,Tier 2,Supermarket Type1,1086.5856,Non-Perisable,Low Visibilty
FDD10,20.6,Regular,0,Snack Foods,178.134,OUT035,2004,Small,Tier 2,Supermarket Type1,3568.688,Non-Perisable,Unknown
FDW25,5.18,Low Fat,0.0374,Canned,86.922,OUT013,1987,High,Tier 3,Supermarket Type1,255.6672,Non-Perisable,Low Visibilty
FDR47,17.85,Low Fat,0.0876,Breads,196.979,OUT049,1999,Medium,Tier 1,Supermarket Type1,1560.6352,Perisable,Low Visibilty
DRF27,8.93,Low Fat,0.0285,Dairy,152.234,OUT049,1999,Medium,Tier 1,Supermarket Type1,5053.422,Perisable,Low Visibilty
FDS37,7.66,Low Fat,0.0319,Canned,114.149,OUT035,2004,Small,Tier 2,Supermarket Type1,1158.492,Non-Perisable,Low Visibilty
NCI18,18.35,Low Fat,0.014,Household,224.575,OUT046,1997,Small,Tier 1,Supermarket Type1,2692.4952,Household,Low Visibilty
FDY48,14,Low Fat,0.0237,Baking Goods,104.333,OUT035,2004,Small,Tier 2,Supermarket Type1,1435.4648,Perisable,Low Visibilty
FDB39,11.6,Low Fat,0.0386,Dairy,56.127,OUT049,1999,Medium,Tier 1,Supermarket Type1,671.1264,Perisable,Low Visibilty
DRI37,15.85,Low Fat,0.108,Soft Drinks,57.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,703.0848,Drinks,High Visibility
FDB58,10.5,Regular,0.0136,Snack Foods,143.215,OUT017,2007,,Tier 2,Supermarket Type1,1559.9694,Non-Perisable,Low Visibilty
FDV12,16.7,Regular,0.0608,Baking Goods,98.738,OUT013,1987,High,Tier 3,Supermarket Type1,1773.6912,Perisable,Low Visibilty
NCU06,17.6,Low Fat,0.0743,Household,230.901,OUT013,1987,High,Tier 3,Supermarket Type1,4364.319,Household,Low Visibilty
FDU34,18.25,Low Fat,0.0755,Snack Foods,123.105,OUT018,2009,Medium,Tier 3,Supermarket Type2,249.0092,Non-Perisable,Low Visibilty
FDP31,21.1,Regular,0.1622,Fruits and Vegetables,62.217,OUT018,2009,Medium,Tier 3,Supermarket Type2,383.5008,Perisable,High Visibility
FDV11,9.1,Regular,0.0817,Breads,177.005,OUT035,2004,Small,Tier 2,Supermarket Type1,2101.2648,Perisable,Low Visibilty
NCY06,15.25,Low Fat,0.0614,Household,130.997,OUT018,2009,Medium,Tier 3,Supermarket Type2,2348.9424,Household,Low Visibilty
NCV41,14.35,Low Fat,0.0171,Health and Hygiene,109.523,OUT045,2002,,Tier 2,Supermarket Type1,1657.842,Household,Low Visibilty
FDM38,5.89,Regular,0.0927,Canned,53.698,OUT013,1987,High,Tier 3,Supermarket Type1,1525.3478,Non-Perisable,Low Visibilty
FDA14,16.1,Low Fat,0.0652,Dairy,148.076,OUT046,1997,Small,Tier 1,Supermarket Type1,1464.76,Perisable,Low Visibilty
DRH49,19.7,Low Fat,0.0246,Soft Drinks,84.159,OUT013,1987,High,Tier 3,Supermarket Type1,1073.2696,Drinks,Low Visibilty
FDI40,11.5,Regular,0.1263,Frozen Foods,100.636,OUT017,2007,,Tier 2,Supermarket Type1,2010.716,Non-Perisable,High Visibility
FDR37,16.5,Regular,0.0664,Breakfast,180.429,OUT045,2002,,Tier 2,Supermarket Type1,2189.1504,Non-Perisable,Low Visibilty
FDS16,15.15,Regular,0.0663,Frozen Foods,147.876,OUT049,1999,Medium,Tier 1,Supermarket Type1,4540.756,Non-Perisable,Low Visibilty
FDT15,12.15,Regular,0.0427,Meat,184.295,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.045,Perisable,Low Visibilty
FDL32,15.7,Regular,0,Fruits and Vegetables,112.454,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984,Perisable,Unknown
FDB39,11.6,Low Fat,0.0387,Dairy,55.827,OUT017,2007,,Tier 2,Supermarket Type1,1454.1072,Perisable,Low Visibilty
FDX40,12.85,Low Fat,0.0989,Frozen Foods,37.616,OUT013,1987,High,Tier 3,Supermarket Type1,308.9312,Non-Perisable,Low Visibilty
DRD13,15,Low Fat,0.0492,Soft Drinks,65.617,OUT045,2002,,Tier 2,Supermarket Type1,639.168,Drinks,Low Visibilty
FDZ43,11,Regular,0.057,Fruits and Vegetables,241.951,OUT013,1987,High,Tier 3,Supermarket Type1,2908.2144,Perisable,Low Visibilty
DRM59,5.88,Low Fat,0.0036,Hard Drinks,155.6,OUT013,1987,High,Tier 3,Supermarket Type1,1691.7978,Drinks,Low Visibilty
NCZ18,7.83,Low Fat,0,Household,253.47,OUT017,2007,,Tier 2,Supermarket Type1,6849.0846,Household,Unknown
FDM25,10.7,Regular,0.1015,Breakfast,173.771,OUT010,1998,,Tier 3,Grocery Store,175.7712,Non-Perisable,High Visibility
FDY38,13.6,Regular,0.1191,Dairy,231.23,OUT013,1987,High,Tier 3,Supermarket Type1,2330.3,Perisable,High Visibility
FDO37,8.06,Low Fat,0.0215,Breakfast,230.333,OUT017,2007,,Tier 2,Supermarket Type1,1386.1956,Non-Perisable,Low Visibilty
NCP02,7.11,Low Fat,0.075,Household,61.056,OUT010,1998,,Tier 3,Grocery Store,296.281,Household,Low Visibilty
NCJ19,18.6,Low Fat,0.1184,Others,58.359,OUT045,2002,,Tier 2,Supermarket Type1,1545.9876,Non-Perisable,High Visibility
FDW44,9.5,Regular,0.0352,Fruits and Vegetables,171.845,OUT046,1997,Small,Tier 1,Supermarket Type1,2556.672,Perisable,Low Visibilty
FDU56,16.85,Low Fat,0.0444,Fruits and Vegetables,182.427,OUT046,1997,Small,Tier 1,Supermarket Type1,2028.6926,Perisable,Low Visibilty
FDZ58,17.85,Low Fat,0.0525,Snack Foods,123.707,OUT017,2007,,Tier 2,Supermarket Type1,2450.144,Non-Perisable,Low Visibilty
FDZ15,13.1,Low Fat,0.0209,Dairy,117.478,OUT013,1987,High,Tier 3,Supermarket Type1,1906.8512,Perisable,Low Visibilty
NCI06,11.3,Low Fat,0.0478,Household,180.766,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.448,Household,Low Visibilty
FDD36,13.3,Low Fat,0.0214,Baking Goods,120.412,OUT018,2009,Medium,Tier 3,Supermarket Type2,1777.686,Perisable,Low Visibilty
FDD56,15.2,Regular,0.104,Fruits and Vegetables,177.005,OUT045,2002,,Tier 2,Supermarket Type1,3677.2134,Perisable,High Visibility
FDX27,20.7,Regular,0.1146,Dairy,94.344,OUT018,2009,Medium,Tier 3,Supermarket Type2,945.436,Perisable,High Visibility
FDG50,7.41,Low Fat,0.0256,Canned,89.715,OUT010,1998,,Tier 3,Grocery Store,182.4292,Non-Perisable,Low Visibilty
FDU36,6.15,Low Fat,0.0465,Baking Goods,100.538,OUT018,2009,Medium,Tier 3,Supermarket Type2,1675.1528,Perisable,Low Visibilty
FDJ15,11.35,Regular,0.0233,Dairy,182.561,OUT046,1997,Small,Tier 1,Supermarket Type1,3307.6944,Perisable,Low Visibilty
FDG32,19.85,Low Fat,0.176,Fruits and Vegetables,223.077,OUT035,2004,Small,Tier 2,Supermarket Type1,1779.0176,Perisable,High Visibility
FDS28,8.18,Regular,0.0823,Frozen Foods,58.159,OUT013,1987,High,Tier 3,Supermarket Type1,343.5528,Non-Perisable,Low Visibilty
FDU23,12.15,Low Fat,0.0218,Breads,165.018,OUT049,1999,Medium,Tier 1,Supermarket Type1,3302.368,Perisable,Low Visibilty
DRI03,6.03,Low Fat,0.0227,Dairy,176.403,OUT035,2004,Small,Tier 2,Supermarket Type1,4250.4672,Perisable,Low Visibilty
FDH28,15.85,Regular,0.1107,Frozen Foods,36.951,OUT017,2007,,Tier 2,Supermarket Type1,759.012,Non-Perisable,High Visibility
FDP16,18.6,Low Fat,0.0658,Frozen Foods,245.78,OUT010,1998,,Tier 3,Grocery Store,245.6802,Non-Perisable,Low Visibilty
NCQ29,12,Low Fat,0,Health and Hygiene,262.328,OUT017,2007,,Tier 2,Supermarket Type1,1561.9668,Household,Unknown
NCH30,17.1,Low Fat,0,Household,114.686,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.232,Household,Unknown
FDU31,10.5,Regular,0.025,Fruits and Vegetables,217.951,OUT046,1997,Small,Tier 1,Supermarket Type1,2821.6604,Perisable,Low Visibilty
FDF04,17.5,Low Fat,0.0137,Frozen Foods,256.33,OUT049,1999,Medium,Tier 1,Supermarket Type1,6199.9296,Non-Perisable,Low Visibilty
FDZ20,16.1,Low Fat,0.0343,Fruits and Vegetables,255.236,OUT013,1987,High,Tier 3,Supermarket Type1,6867.0612,Perisable,Low Visibilty
NCK05,20.1,Low Fat,0,Health and Hygiene,61.354,OUT010,1998,,Tier 3,Grocery Store,183.7608,Household,Unknown
FDA07,7.55,Regular,0.0518,Fruits and Vegetables,122.607,OUT010,1998,,Tier 3,Grocery Store,122.5072,Perisable,Low Visibilty
FDL03,19.25,Regular,0.0271,Meat,194.811,OUT013,1987,High,Tier 3,Supermarket Type1,2749.754,Perisable,Low Visibilty
FDX04,19.6,Regular,0.0417,Frozen Foods,49.238,OUT018,2009,Medium,Tier 3,Supermarket Type2,958.752,Non-Perisable,Low Visibilty
FDV19,14.85,Regular,0.0354,Fruits and Vegetables,161.958,OUT018,2009,Medium,Tier 3,Supermarket Type2,1444.1202,Perisable,Low Visibilty
FDP22,14.65,Regular,0.0995,Snack Foods,52.267,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.1992,Non-Perisable,Low Visibilty
FDT34,9.3,Low Fat,0.1753,Snack Foods,107.096,OUT017,2007,,Tier 2,Supermarket Type1,1472.7496,Non-Perisable,High Visibility
NCM43,14.5,Low Fat,0.0195,Others,163.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2446.815,Non-Perisable,Low Visibilty
DRK35,8.37,Low Fat,0.0718,Hard Drinks,37.951,OUT046,1997,Small,Tier 1,Supermarket Type1,569.259,Drinks,Low Visibilty
FDO20,12.85,Regular,0,Fruits and Vegetables,252.338,OUT046,1997,Small,Tier 1,Supermarket Type1,4794.4258,Perisable,Unknown
FDO22,13.5,Regular,0.0179,Snack Foods,79.496,OUT049,1999,Medium,Tier 1,Supermarket Type1,1438.128,Non-Perisable,Low Visibilty
FDM46,7.37,Low Fat,0.16,Snack Foods,94.712,OUT046,1997,Small,Tier 1,Supermarket Type1,1304.968,Non-Perisable,High Visibility
FDO01,21.1,Regular,0.0207,Breakfast,130.499,OUT046,1997,Small,Tier 1,Supermarket Type1,2184.4898,Non-Perisable,Low Visibilty
FDI46,9.5,Low Fat,0.0745,Snack Foods,253.672,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.448,Non-Perisable,Low Visibilty
FDD11,12.85,Low Fat,0.0308,Starchy Foods,254.904,OUT017,2007,,Tier 2,Supermarket Type1,3036.048,Non-Perisable,Low Visibilty
FDA32,14,Low Fat,0.0302,Fruits and Vegetables,216.619,OUT018,2009,Medium,Tier 3,Supermarket Type2,3020.0688,Perisable,Low Visibilty
FDW32,18.35,Regular,0.0943,Fruits and Vegetables,86.388,OUT035,2004,Small,Tier 2,Supermarket Type1,1545.9876,Perisable,Low Visibilty
FDQ47,7.16,Regular,0.1685,Breads,33.687,OUT045,2002,,Tier 2,Supermarket Type1,1023.3346,Perisable,High Visibility
FDT07,5.82,Regular,0.0773,Fruits and Vegetables,257.633,OUT035,2004,Small,Tier 2,Supermarket Type1,4613.994,Perisable,Low Visibilty
NCQ43,17.75,Low Fat,0,Others,108.691,OUT018,2009,Medium,Tier 3,Supermarket Type2,1201.1032,Non-Perisable,Unknown
FDW07,18,Regular,0.1426,Fruits and Vegetables,88.251,OUT013,1987,High,Tier 3,Supermarket Type1,1505.3738,Perisable,High Visibility
FDE35,7.06,Regular,0.044,Starchy Foods,57.69,OUT049,1999,Medium,Tier 1,Supermarket Type1,585.904,Non-Perisable,Low Visibilty
FDC04,15.6,Low Fat,0.0451,Dairy,241.385,OUT045,2002,,Tier 2,Supermarket Type1,2900.2248,Perisable,Low Visibilty
NCG07,12.3,Low Fat,0.0525,Household,191.053,OUT035,2004,Small,Tier 2,Supermarket Type1,3415.554,Household,Low Visibilty
FDQ03,15,Regular,0.078,Meat,238.025,OUT035,2004,Small,Tier 2,Supermarket Type1,1896.1984,Perisable,Low Visibilty
FDV46,18.2,Low Fat,0.0126,Snack Foods,141.218,OUT013,1987,High,Tier 3,Supermarket Type1,2936.178,Non-Perisable,Low Visibilty
NCM26,20.5,Low Fat,0.0232,Others,154.034,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.144,Non-Perisable,Low Visibilty
DRA59,8.27,Regular,0.1281,Soft Drinks,183.692,OUT049,1999,Medium,Tier 1,Supermarket Type1,1295.6468,Drinks,High Visibility
DRF27,8.93,Low Fat,0.0284,Dairy,154.534,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278,Perisable,Low Visibilty
FDT12,6.22,Regular,0.0499,Baking Goods,225.806,OUT017,2007,,Tier 2,Supermarket Type1,3159.8868,Perisable,Low Visibilty
FDD40,20.25,Regular,0.0148,Dairy,190.716,OUT045,2002,,Tier 2,Supermarket Type1,1154.4972,Perisable,Low Visibilty
FDN25,7.9,Regular,0.0614,Breakfast,57.759,OUT018,2009,Medium,Tier 3,Supermarket Type2,1145.176,Non-Perisable,Low Visibilty
FDE33,19.35,Regular,0.0496,Fruits and Vegetables,77.064,OUT013,1987,High,Tier 3,Supermarket Type1,2278.3676,Perisable,Low Visibilty
NCL29,9.7,Low Fat,0.1139,Health and Hygiene,160.26,OUT046,1997,Small,Tier 1,Supermarket Type1,1901.5248,Household,High Visibility
FDB16,8.21,Low Fat,0.045,Dairy,87.62,OUT045,2002,,Tier 2,Supermarket Type1,1133.8574,Perisable,Low Visibilty
FDF16,7.3,Low Fat,0.0863,Frozen Foods,146.808,OUT045,2002,,Tier 2,Supermarket Type1,1330.2684,Non-Perisable,Low Visibilty
FDL02,20,Regular,0.1041,Canned,107.462,OUT046,1997,Small,Tier 1,Supermarket Type1,3705.177,Non-Perisable,High Visibility
FDO13,7.87,Low Fat,0.0612,Breakfast,165.353,OUT049,1999,Medium,Tier 1,Supermarket Type1,1151.1682,Non-Perisable,Low Visibilty
FDX31,20.35,Regular,0.0248,Fruits and Vegetables,234.096,OUT010,1998,,Tier 3,Grocery Store,467.3916,Perisable,Low Visibilty
FDX11,16,Regular,0.1069,Baking Goods,183.563,OUT049,1999,Medium,Tier 1,Supermarket Type1,4725.8484,Perisable,High Visibility
NCW41,18,Low Fat,0,Health and Hygiene,158.06,OUT049,1999,Medium,Tier 1,Supermarket Type1,3327.6684,Household,Unknown
FDI52,18.7,Low Fat,0.1051,Frozen Foods,121.707,OUT018,2009,Medium,Tier 3,Supermarket Type2,1347.5792,Non-Perisable,High Visibility
DRD15,10.6,Low Fat,0.0568,Dairy,232.864,OUT046,1997,Small,Tier 1,Supermarket Type1,3485.463,Perisable,Low Visibilty
DRF01,5.66,Low Fat,0.1761,Soft Drinks,144.01,OUT017,2007,,Tier 2,Supermarket Type1,1749.7224,Drinks,High Visibility
FDX59,10.2,Low Fat,0.0519,Breads,35.356,OUT018,2009,Medium,Tier 3,Supermarket Type2,237.6906,Perisable,Low Visibilty
FDO37,8.06,Low Fat,0.0358,Breakfast,230.233,OUT010,1998,,Tier 3,Grocery Store,693.0978,Non-Perisable,Low Visibilty
FDY56,16.35,Regular,0.1045,Fruits and Vegetables,227.106,OUT010,1998,,Tier 3,Grocery Store,225.7062,Perisable,High Visibility
FDR31,6.46,Regular,0.0492,Fruits and Vegetables,146.91,OUT046,1997,Small,Tier 1,Supermarket Type1,1895.5326,Perisable,Low Visibilty
NCH54,13.5,Low Fat,0.0727,Household,157.792,OUT035,2004,Small,Tier 2,Supermarket Type1,3994.8,Household,Low Visibilty
NCW06,16.2,Low Fat,0.0504,Household,190.816,OUT045,2002,,Tier 2,Supermarket Type1,2693.8268,Household,Low Visibilty
NCC18,19.1,Low Fat,0.178,Household,173.142,OUT018,2009,Medium,Tier 3,Supermarket Type2,2931.5174,Household,High Visibility
FDO16,5.48,Low Fat,0.0151,Frozen Foods,83.025,OUT049,1999,Medium,Tier 1,Supermarket Type1,1414.825,Non-Perisable,Low Visibilty
FDB08,6.06,Low Fat,0.0312,Fruits and Vegetables,158.758,OUT049,1999,Medium,Tier 1,Supermarket Type1,2085.9514,Perisable,Low Visibilty
NCZ53,9.6,Low Fat,0.0245,Health and Hygiene,186.621,OUT013,1987,High,Tier 3,Supermarket Type1,3203.1638,Household,Low Visibilty
DRJ01,6.14,Low Fat,0.1925,Soft Drinks,160.224,OUT010,1998,,Tier 3,Grocery Store,322.2472,Drinks,High Visibility
DRE48,8.43,Low Fat,0.0173,Soft Drinks,197.977,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.4608,Drinks,Low Visibilty
DRA59,8.27,Regular,0.1278,Soft Drinks,185.992,OUT013,1987,High,Tier 3,Supermarket Type1,555.2772,Drinks,High Visibility
FDS27,10.2,Regular,0.0125,Meat,197.111,OUT049,1999,Medium,Tier 1,Supermarket Type1,785.644,Perisable,Low Visibilty
NCW29,14,Low Fat,0.029,Health and Hygiene,129.531,OUT018,2009,Medium,Tier 3,Supermarket Type2,2077.296,Household,Low Visibilty
DRN35,8.01,Low Fat,0.0704,Hard Drinks,36.853,OUT049,1999,Medium,Tier 1,Supermarket Type1,755.0172,Drinks,Low Visibilty
FDB09,16.25,Low Fat,0.0574,Fruits and Vegetables,125.805,OUT046,1997,Small,Tier 1,Supermarket Type1,747.0276,Perisable,Low Visibilty
FDV59,13.35,Low Fat,0.048,Breads,219.617,OUT035,2004,Small,Tier 2,Supermarket Type1,3483.4656,Perisable,Low Visibilty
FDV55,17.75,Low Fat,0.0551,Fruits and Vegetables,145.144,OUT046,1997,Small,Tier 1,Supermarket Type1,1886.8772,Perisable,Low Visibilty
FDH48,13.5,Low Fat,0,Baking Goods,88.054,OUT013,1987,High,Tier 3,Supermarket Type1,1211.756,Perisable,Unknown
FDM51,11.8,Regular,0,Meat,102.467,OUT010,1998,,Tier 3,Grocery Store,203.7348,Perisable,Unknown
DRG48,5.78,Low Fat,0.0146,Soft Drinks,147.21,OUT049,1999,Medium,Tier 1,Supermarket Type1,1895.5326,Drinks,Low Visibilty
FDP49,9,Regular,0,Breakfast,55.261,OUT018,2009,Medium,Tier 3,Supermarket Type2,552.614,Non-Perisable,Unknown
FDB03,17.75,Regular,0.1568,Dairy,241.054,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.769,Perisable,High Visibility
FDL10,8.4,Low Fat,0,Snack Foods,98.704,OUT013,1987,High,Tier 3,Supermarket Type1,892.8378,Non-Perisable,Unknown
FDD11,12.85,Low Fat,0,Starchy Foods,253.004,OUT018,2009,Medium,Tier 3,Supermarket Type2,3795.06,Non-Perisable,Unknown
FDW13,8.5,Low Fat,0.098,Canned,51.532,OUT049,1999,Medium,Tier 1,Supermarket Type1,882.8508,Non-Perisable,Low Visibilty
FDA32,14,Low Fat,0,Fruits and Vegetables,216.919,OUT017,2007,,Tier 2,Supermarket Type1,6471.576,Perisable,Unknown
DRQ35,9.3,low fat,0.0424,Hard Drinks,123.739,OUT045,2002,,Tier 2,Supermarket Type1,1609.9044,Drinks,Low Visibilty
DRI37,15.85,Low Fat,0.1076,Soft Drinks,58.79,OUT046,1997,Small,Tier 1,Supermarket Type1,585.904,Drinks,High Visibility
FDU38,10.8,Low Fat,0.0825,Dairy,193.75,OUT046,1997,Small,Tier 1,Supermarket Type1,4602.0096,Perisable,Low Visibilty
FDJ07,7.26,Low Fat,0.0241,Meat,117.415,OUT010,1998,,Tier 3,Grocery Store,466.06,Perisable,Low Visibilty
FDT38,18.7,Low Fat,0.0578,Dairy,85.357,OUT018,2009,Medium,Tier 3,Supermarket Type2,591.8962,Perisable,Low Visibilty
FDX02,16,Low Fat,0.0573,Dairy,224.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,4500.808,Perisable,Low Visibilty
NCN18,8.9,Low Fat,0.1246,Household,113.154,OUT013,1987,High,Tier 3,Supermarket Type1,4250.4672,Household,High Visibility
FDQ13,11.1,Low Fat,0.0107,Canned,82.391,OUT045,2002,,Tier 2,Supermarket Type1,1342.2528,Non-Perisable,Low Visibilty
DRP35,18.85,Low Fat,0.0912,Hard Drinks,128.934,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.336,Drinks,Low Visibilty
DRK47,7.91,Low Fat,0.0643,Hard Drinks,230.269,OUT018,2009,Medium,Tier 3,Supermarket Type2,3197.1716,Drinks,Low Visibilty
DRI47,14.7,Low Fat,0.0209,Hard Drinks,143.813,OUT046,1997,Small,Tier 1,Supermarket Type1,3020.0688,Drinks,Low Visibilty
FDK20,12.6,Regular,0.0416,Fruits and Vegetables,121.107,OUT045,2002,,Tier 2,Supermarket Type1,980.0576,Perisable,Low Visibilty
FDC34,16,Regular,0.1735,Snack Foods,157.697,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.1468,Non-Perisable,High Visibility
